date,station,pollutant,actual_value,expected_value,difference,percentage_difference,z_score,method,severity,is_anomaly
2011-08-11,La Boca,NO2,62.25,19.3333,42.9167,221.9833,4.0366,IQR + Isolation Forest,High,True
2011-08-11,Córdoba,NO2,54.375,21.5417,32.8333,152.4174,2.5466,IQR,Moderate,True
2011-08-11,Centenario,CO,1.0206,0.4821,0.5385,111.6988,0.5979,IQR,Moderate,True
2011-08-10,La Boca,NO2,52.25,19.3333,32.9167,170.2591,3.0611,IQR + Isolation Forest,High,True
2011-08-09,Centenario,PM10,83.9167,22.7848,61.132,268.302,4.3967,IQR + Isolation Forest,Extreme,True
2011-08-09,Córdoba,PM10,76.5833,23.9583,52.625,219.6525,4.1636,IQR + Isolation Forest,Extreme,True
2011-08-09,La Boca,PM10,63.25,25.0417,38.2083,152.5787,2.4695,IQR + Isolation Forest,High,True
2011-08-09,La Boca,NO2,45.25,19.3333,25.9167,134.0521,2.3783,Isolation Forest,Moderate,True
2011-08-08,Centenario,PM10,50.75,22.7848,27.9652,122.7367,1.9011,IQR,Moderate,True
2011-08-07,La Boca,NO2,44.1667,19.3333,24.8334,128.4488,2.2726,Isolation Forest,Moderate,True
2011-08-06,La Boca,NO2,63.7083,19.3333,44.375,229.5263,4.1788,IQR + Isolation Forest,High,True
2011-08-06,Córdoba,NO2,64.25,21.5417,42.7083,198.2587,3.37,IQR,High,True
2011-08-06,Centenario,PM10,56.5,22.7848,33.7152,147.9729,2.3338,IQR + Isolation Forest,High,True
2011-08-06,La Boca,PM10,59.9583,25.0417,34.9166,139.4338,2.2391,IQR + Isolation Forest,High,True
2011-08-06,La Boca,CO,1.1996,0.31,0.8896,286.9677,1.061,IQR,Moderate,True
2011-08-06,Córdoba,CO,1.3458,0.5531,0.7927,143.3195,1.0492,IQR,Moderate,True
2011-08-06,Centenario,CO,1.1667,0.4821,0.6846,142.0037,0.784,IQR,Moderate,True
2011-08-06,Centenario,NO2,38.875,17.4167,21.4583,123.2053,2.9915,IQR,Moderate,True
2011-08-06,Córdoba,PM10,49.0417,23.9583,25.0834,104.6961,1.8944,IQR,Moderate,True
2011-08-05,La Boca,NO2,64.3333,19.3333,45.0,232.759,4.2398,IQR + Isolation Forest,High,True
2011-08-04,La Boca,NO2,48.625,19.3333,29.2917,151.5091,2.7075,IQR,Moderate,True
2011-08-03,Córdoba,PM10,58.3333,23.9583,34.375,143.4785,2.6599,IQR + Isolation Forest,High,True
2011-08-03,Centenario,PM10,50.875,22.7848,28.0902,123.2853,1.9105,IQR,Moderate,True
2011-08-02,Córdoba,PM10,52.6842,23.9583,28.7259,119.8996,2.1945,IQR + Isolation Forest,High,True
2011-08-01,Córdoba,CO,2.4191,0.5531,1.866,337.3712,2.5833,IQR + Isolation Forest,Extreme,True
2011-08-01,Córdoba,NO2,57.3333,21.5417,35.7916,166.1503,2.7933,IQR,Moderate,True
2011-08-01,Centenario,CO,1.1008,0.4821,0.6187,128.3344,0.7,IQR,Moderate,True
2011-07-30,Centenario,PM10,55.375,22.7848,32.5902,143.0354,2.2491,IQR + Isolation Forest,High,True
2011-07-29,Centenario,PM10,93.5833,22.7848,70.7985,310.7278,5.124,IQR + Isolation Forest,Extreme,True
2011-07-29,Córdoba,CO,1.7675,0.5531,1.2144,219.5625,1.652,IQR,Extreme,True
2011-07-29,La Boca,PM10,75.5,25.0417,50.4583,201.4971,3.3268,IQR + Isolation Forest,Extreme,True
2011-07-28,Centenario,PM10,86.3333,22.7848,63.5485,278.9083,4.5785,IQR + Isolation Forest,Extreme,True
2011-07-28,La Boca,PM10,85.2917,25.0417,60.25,240.5987,4.012,IQR + Isolation Forest,Extreme,True
2011-07-28,Córdoba,CO,1.6018,0.5531,1.0487,189.604,1.4151,IQR,Moderate,True
2011-07-28,Córdoba,NO2,50.9583,21.5417,29.4166,136.5565,2.2618,IQR,Moderate,True
2011-07-27,Centenario,PM10,352.7917,22.7848,330.007,1448.3677,24.6276,IQR + Isolation Forest,Extreme,True
2011-07-27,La Boca,PM10,324.4167,25.0417,299.375,1195.5059,20.7468,IQR + Isolation Forest,Extreme,True
2011-07-27,Centenario,CO,1.1987,0.4821,0.7166,148.6414,0.8247,IQR,Moderate,True
2011-07-26,Centenario,PM10,108.0,22.7848,85.2152,374.0013,6.2088,IQR + Isolation Forest,Extreme,True
2011-07-26,La Boca,PM10,116.4211,25.0417,91.3794,364.9089,6.1906,IQR + Isolation Forest,Extreme,True
2011-07-21,Córdoba,CO,1.4713,0.5531,0.9182,166.0098,1.2286,IQR,Moderate,True
2011-07-21,Córdoba,NO2,49.625,21.5417,28.0833,130.3671,2.1506,IQR,Moderate,True
2011-07-18,Centenario,PM10,94.8333,22.7848,72.0485,316.2139,5.2181,IQR + Isolation Forest,Extreme,True
2011-07-18,Córdoba,PM10,55.9583,23.9583,32.0,133.5654,2.4643,IQR + Isolation Forest,High,True
2011-07-17,Córdoba,PM10,84.125,23.9583,60.1667,251.1309,4.785,IQR + Isolation Forest,Extreme,True
2011-07-17,Centenario,PM10,79.125,22.7848,56.3402,247.2717,4.0361,IQR + Isolation Forest,Extreme,True
2011-07-17,La Boca,PM10,68.7083,25.0417,43.6666,174.3755,2.8515,IQR + Isolation Forest,High,True
2011-07-16,Córdoba,PM10,51.2083,23.9583,27.25,113.7393,2.0729,IQR + Isolation Forest,High,True
2011-07-16,Córdoba,NO2,50.375,21.5417,28.8333,133.8488,2.2131,IQR,Moderate,True
2011-07-15,Córdoba,PM10,59.9583,23.9583,36.0,150.2611,2.7938,IQR + Isolation Forest,High,True
2011-07-15,Córdoba,CO,1.5283,0.5531,0.9752,176.3153,1.3101,IQR,Moderate,True
2011-07-15,Centenario,CO,1.215,0.4821,0.7329,152.0224,0.8455,IQR,Moderate,True
2011-07-15,Córdoba,NO2,53.75,21.5417,32.2083,149.5161,2.4945,IQR,Moderate,True
2011-07-14,Centenario,PM10,78.5,22.7848,55.7152,244.5287,3.9891,IQR + Isolation Forest,Extreme,True
2011-07-14,Córdoba,PM10,73.625,23.9583,49.6667,207.3048,3.9199,IQR + Isolation Forest,Extreme,True
2011-07-14,La Boca,PM10,56.9583,25.0417,31.9166,127.4538,2.0292,IQR + Isolation Forest,High,True
2011-07-14,Córdoba,NO2,48.75,21.5417,27.2083,126.3053,2.0777,IQR,Moderate,True
2011-07-13,Córdoba,PM10,89.625,23.9583,65.6667,274.0875,5.2381,IQR + Isolation Forest,Extreme,True
2011-07-13,Centenario,PM10,77.0,22.7848,54.2152,237.9453,3.8763,IQR + Isolation Forest,Extreme,True
2011-07-13,La Boca,PM10,72.75,25.0417,47.7083,190.5154,3.1343,IQR + Isolation Forest,High,True
2011-07-13,Córdoba,NO2,61.0,21.5417,39.4583,183.1717,3.099,IQR,High,True
2011-07-13,Córdoba,CO,1.5971,0.5531,1.044,188.7543,1.4084,IQR,Moderate,True
2011-07-13,Centenario,CO,1.1656,0.4821,0.6835,141.7756,0.7826,IQR,Moderate,True
2011-07-12,Córdoba,NO2,64.1667,21.5417,42.625,197.872,3.363,IQR,High,True
2011-07-12,Córdoba,CO,1.5104,0.5531,0.9573,173.079,1.2845,IQR,Moderate,True
2011-07-12,Centenario,CO,1.025,0.4821,0.5429,112.6115,0.6035,IQR,Moderate,True
2011-07-12,Córdoba,PM10,49.5417,23.9583,25.5834,106.783,1.9356,IQR,Moderate,True
2011-07-11,Córdoba,PM10,60.2083,23.9583,36.25,151.3046,2.8144,IQR + Isolation Forest,High,True
2011-07-11,Centenario,PM10,55.625,22.7848,32.8402,144.1326,2.2679,IQR + Isolation Forest,High,True
2011-07-11,Córdoba,NO2,55.7083,21.5417,34.1666,158.6068,2.6578,IQR,Moderate,True
2011-07-11,Centenario,CO,1.0479,0.4821,0.5658,117.3615,0.6326,IQR,Moderate,True
2011-07-10,Centenario,CO,1.6121,0.4821,1.13,234.3912,1.3513,IQR,Extreme,True
2011-07-10,Centenario,PM10,70.5,22.7848,47.7152,209.4175,3.3872,IQR + Isolation Forest,Extreme,True
2011-07-10,Córdoba,PM10,66.25,23.9583,42.2917,176.5221,3.3122,IQR + Isolation Forest,Extreme,True
2011-07-10,Córdoba,NO2,64.3333,21.5417,42.7916,198.6454,3.3769,IQR + Isolation Forest,High,True
2011-07-10,Centenario,NO2,46.25,17.4167,28.8333,165.5497,4.0578,IQR + Isolation Forest,High,True
2011-07-10,La Boca,PM10,61.5833,25.0417,36.5416,145.923,2.3528,IQR + Isolation Forest,High,True
2011-07-10,La Boca,CO,0.87,0.31,0.56,180.6452,0.6312,IQR,Moderate,True
2011-07-10,Córdoba,CO,1.3854,0.5531,0.8323,150.4791,1.1058,IQR,Moderate,True
2011-07-10,La Boca,NO2,42.9167,19.3333,23.5834,121.9833,2.1507,Isolation Forest,Moderate,True
2011-07-09,Centenario,PM10,87.2083,22.7848,64.4235,282.7485,4.6444,IQR + Isolation Forest,Extreme,True
2011-07-09,Córdoba,PM10,84.1667,23.9583,60.2084,251.305,4.7884,IQR + Isolation Forest,Extreme,True
2011-07-09,La Boca,PM10,86.125,25.0417,61.0833,243.9263,4.0703,IQR + Isolation Forest,Extreme,True
2011-07-09,Centenario,CO,1.2121,0.4821,0.73,151.4209,0.8418,IQR,Moderate,True
2011-07-08,Centenario,PM10,149.5417,22.7848,126.757,556.3236,9.3345,IQR + Isolation Forest,Extreme,True
2011-07-08,Córdoba,PM10,151.5417,23.9583,127.5834,532.5228,10.3395,IQR + Isolation Forest,Extreme,True
2011-07-08,La Boca,PM10,136.7083,25.0417,111.6666,445.9226,7.6103,IQR + Isolation Forest,Extreme,True
2011-07-08,La Boca,CO,1.6262,0.31,1.3162,424.5806,1.6173,IQR,Extreme,True
2011-07-08,Córdoba,CO,1.7867,0.5531,1.2336,223.0338,1.6794,IQR,Extreme,True
2011-07-08,Centenario,CO,1.4033,0.4821,0.9212,191.0807,1.0853,IQR,Extreme,True
2011-07-08,La Boca,NO2,59.25,19.3333,39.9167,206.466,3.7439,IQR + Isolation Forest,High,True
2011-07-08,Córdoba,NO2,62.0833,21.5417,40.5416,188.2006,3.1893,IQR,High,True
2011-07-08,Centenario,NO2,45.5714,17.4167,28.1547,161.6535,3.9597,IQR + Isolation Forest,High,True
2011-07-07,Centenario,PM10,69.0833,22.7848,46.2985,203.1997,3.2806,IQR + Isolation Forest,Extreme,True
2011-07-07,Córdoba,PM10,70.5,23.9583,46.5417,194.2613,3.6624,IQR + Isolation Forest,Extreme,True
2011-07-07,La Boca,PM10,63.9167,25.0417,38.875,155.2411,2.5161,IQR + Isolation Forest,High,True
2011-07-07,Centenario,NO2,41.2917,17.4167,23.875,137.0811,3.3409,IQR,High,True
2011-07-07,La Boca,CO,0.8792,0.31,0.5692,183.6129,0.6432,IQR,Moderate,True
2011-07-07,Córdoba,CO,1.4362,0.5531,0.8831,159.6637,1.1784,IQR,Moderate,True
2011-07-07,Córdoba,NO2,54.6667,21.5417,33.125,153.7715,2.571,IQR,Moderate,True
2011-07-07,La Boca,NO2,48.3333,19.3333,29.0,150.0003,2.6791,IQR,Moderate,True
2011-07-07,Centenario,CO,1.1321,0.4821,0.65,134.8268,0.7399,IQR,Moderate,True
2011-07-06,Córdoba,NO2,52.4167,21.5417,30.875,143.3267,2.3834,IQR,Moderate,True
2011-07-06,Córdoba,CO,1.3317,0.5531,0.7786,140.7702,1.0291,IQR,Moderate,True
2011-07-06,Centenario,CO,1.1454,0.4821,0.6633,137.5856,0.7568,IQR,Moderate,True
2011-07-06,Centenario,NO2,38.5,17.4167,21.0833,121.0522,2.9373,IQR,Moderate,True
2011-07-06,Córdoba,PM10,47.7917,23.9583,23.8334,99.4787,1.7914,IQR,Moderate,True
2011-07-05,Centenario,PM10,53.5,22.7848,30.7152,134.8062,2.108,IQR + Isolation Forest,High,True
2011-07-05,Córdoba,PM10,54.25,23.9583,30.2917,126.4351,2.3235,IQR + Isolation Forest,High,True
2011-07-05,Córdoba,CO,1.265,0.5531,0.7119,128.7109,0.9337,IQR,Moderate,True
2011-07-05,Córdoba,NO2,48.2083,21.5417,26.6666,123.7906,2.0325,IQR,Moderate,True
2011-07-03,Centenario,PM10,105.7917,22.7848,83.007,364.3092,6.0426,IQR + Isolation Forest,Extreme,True
2011-07-03,Córdoba,PM10,97.3333,23.9583,73.375,306.2613,5.8732,IQR + Isolation Forest,Extreme,True
2011-07-03,La Boca,PM10,92.2083,25.0417,67.1666,268.219,4.4961,IQR + Isolation Forest,Extreme,True
2011-07-02,Centenario,PM10,122.9583,22.7848,100.1735,439.6517,7.3343,IQR + Isolation Forest,Extreme,True
2011-07-02,Córdoba,PM10,115.7917,23.9583,91.8334,383.3052,7.394,IQR + Isolation Forest,Extreme,True
2011-07-02,La Boca,PM10,109.5833,25.0417,84.5416,337.6033,5.712,IQR + Isolation Forest,Extreme,True
2011-07-02,Centenario,CO,1.3958,0.4821,0.9137,189.525,1.0758,IQR,Extreme,True
2011-07-02,La Boca,CO,1.2004,0.31,0.8904,287.2258,1.0621,IQR,Moderate,True
2011-07-02,Córdoba,CO,1.6242,0.5531,1.0711,193.654,1.4471,IQR,Moderate,True
2011-07-02,Córdoba,NO2,50.3333,21.5417,28.7916,133.6552,2.2097,IQR,Moderate,True
2011-07-02,Centenario,NO2,37.2083,17.4167,19.7916,113.6358,2.7506,IQR,Moderate,True
2011-07-01,Centenario,PM10,88.375,22.7848,65.5902,287.8691,4.7321,IQR + Isolation Forest,Extreme,True
2011-07-01,Córdoba,PM10,89.3333,23.9583,65.375,272.8699,5.2141,IQR + Isolation Forest,Extreme,True
2011-07-01,La Boca,PM10,74.4167,25.0417,49.375,197.1711,3.251,IQR + Isolation Forest,High,True
2011-07-01,Córdoba,CO,1.3175,0.5531,0.7644,138.2029,1.0088,IQR,Moderate,True
2011-07-01,Córdoba,NO2,49.0417,21.5417,27.5,127.6594,2.102,IQR,Moderate,True
2011-06-28,Centenario,CO,1.0408,0.4821,0.5587,115.8888,0.6236,IQR,Moderate,True
2011-06-25,Córdoba,PM10,96.25,23.9583,72.2917,301.7397,5.784,IQR + Isolation Forest,Extreme,True
2011-06-25,Centenario,PM10,90.7083,22.7848,67.9235,298.1097,4.9077,IQR + Isolation Forest,Extreme,True
2011-06-25,La Boca,PM10,77.5,25.0417,52.4583,209.4838,3.4667,IQR + Isolation Forest,Extreme,True
2011-06-24,Córdoba,CO,1.7379,0.5531,1.1848,214.2108,1.6097,IQR,Extreme,True
2011-06-24,Córdoba,PM10,50.5417,23.9583,26.5834,110.957,2.018,IQR + Isolation Forest,High,True
2011-06-24,La Boca,CO,0.86,0.31,0.55,177.4194,0.6182,IQR,Moderate,True
2011-06-24,Centenario,CO,1.1867,0.4821,0.7046,146.1523,0.8094,IQR,Moderate,True
2011-06-24,Centenario,PM10,50.9167,22.7848,28.132,123.4683,1.9137,IQR,Moderate,True
2011-06-23,Centenario,CO,1.2567,0.4821,0.7746,160.6721,0.8986,IQR,Moderate,True
2011-06-22,Centenario,PM10,94.9583,22.7848,72.1735,316.7625,5.2275,IQR + Isolation Forest,Extreme,True
2011-06-22,Córdoba,PM10,89.1667,23.9583,65.2084,272.1746,5.2004,IQR + Isolation Forest,Extreme,True
2011-06-22,La Boca,PM10,74.875,25.0417,49.8333,199.0013,3.283,IQR + Isolation Forest,High,True
2011-06-21,Centenario,PM10,55.0417,22.7848,32.257,141.5725,2.224,IQR + Isolation Forest,High,True
2011-06-21,Córdoba,PM10,55.5833,23.9583,31.625,132.0002,2.4334,IQR + Isolation Forest,High,True
2011-06-21,Córdoba,CO,1.673,0.5531,1.1199,202.4769,1.5169,IQR,Moderate,True
2011-06-17,Córdoba,CO,1.7329,0.5531,1.1798,213.3068,1.6025,IQR,Extreme,True
2011-06-16,Centenario,PM10,57.125,22.7848,34.3402,150.7159,2.3808,IQR + Isolation Forest,High,True
2011-06-16,Córdoba,PM10,58.0833,23.9583,34.125,142.435,2.6393,IQR + Isolation Forest,High,True
2011-06-15,Centenario,PM10,84.1667,22.7848,61.382,269.3993,4.4155,IQR + Isolation Forest,Extreme,True
2011-06-15,Córdoba,PM10,80.625,23.9583,56.6667,236.5222,4.4966,IQR + Isolation Forest,Extreme,True
2011-06-15,La Boca,PM10,72.8333,25.0417,47.7916,190.8481,3.1401,IQR + Isolation Forest,High,True
2011-06-14,Centenario,PM10,185.4583,22.7848,162.6736,713.958,12.037,IQR + Isolation Forest,Extreme,True
2011-06-14,Córdoba,PM10,160.4583,23.9583,136.5,569.7399,11.0742,IQR + Isolation Forest,Extreme,True
2011-06-14,La Boca,PM10,144.0,25.0417,118.9583,475.0408,8.1206,IQR + Isolation Forest,Extreme,True
2011-06-13,Centenario,PM10,185.4167,22.7848,162.632,713.7754,12.0338,IQR + Isolation Forest,Extreme,True
2011-06-13,Córdoba,PM10,173.4167,23.9583,149.4584,623.8272,12.1419,IQR + Isolation Forest,Extreme,True
2011-06-13,La Boca,PM10,151.4167,25.0417,126.375,504.6582,8.6397,IQR + Isolation Forest,Extreme,True
2011-06-10,La Boca,CO,0.9775,0.31,0.6675,215.3226,0.7714,IQR,Moderate,True
2011-06-10,Centenario,PM10,56.2917,22.7848,33.507,147.0587,2.3181,IQR,Moderate,True
2011-06-10,Córdoba,PM10,57.7083,23.9583,33.75,140.8698,2.6085,IQR,Moderate,True
2011-06-10,La Boca,PM10,54.3333,25.0417,29.2916,116.9713,1.8455,IQR,Moderate,True
2011-06-09,Centenario,PM10,56.4583,22.7848,33.6736,147.7899,2.3306,IQR,Moderate,True
2011-06-09,Córdoba,CO,1.3275,0.5531,0.7744,140.0108,1.0231,IQR,Moderate,True
2011-06-09,Córdoba,PM10,53.0417,23.9583,29.0834,121.3918,2.224,IQR,Moderate,True
2011-06-08,Centenario,PM10,48.375,22.7848,25.5902,112.3131,1.7224,IQR,Moderate,True
2011-06-07,Córdoba,CO,1.3016,0.5531,0.7485,135.3282,0.986,IQR,Moderate,True
2011-06-03,Córdoba,CO,1.4079,0.5531,0.8548,154.5471,1.138,IQR,Moderate,True
2011-06-02,La Boca,CO,1.0363,0.31,0.7263,234.2903,0.8481,IQR,Moderate,True
2011-06-01,La Boca,CO,2.1725,0.31,1.8625,600.8065,2.3297,IQR,Extreme,True
2011-06-01,Centenario,PM10,100.4737,22.7848,77.6889,340.9691,5.6425,IQR + Isolation Forest,Extreme,True
2011-06-01,La Boca,PM10,81.75,25.0417,56.7083,226.4555,3.7642,IQR,Extreme,True
2011-06-01,Córdoba,PM10,70.7222,23.9583,46.7639,195.1887,3.6807,IQR,Extreme,True
2011-06-01,La Boca,NO2,57.9167,19.3333,38.5834,199.5697,3.6139,IQR,High,True
2011-06-01,Centenario,NO2,42.5833,17.4167,25.1666,144.4969,3.5277,IQR,High,True
2011-06-01,Córdoba,CO,1.4033,0.5531,0.8502,153.7154,1.1314,IQR,Moderate,True
2011-05-31,Córdoba,CO,1.2975,0.5531,0.7444,134.5869,0.9802,IQR,Moderate,True
2011-05-31,Centenario,NO2,35.6,17.4167,18.1833,104.4015,2.518,IQR,Moderate,True
2011-05-23,Centenario,NO2,35.0417,17.4167,17.625,101.196,2.4373,IQR,Moderate,True
2011-05-13,Córdoba,PM10,48.0417,23.9583,24.0834,100.5222,1.812,IQR,Moderate,True
2011-05-12,Córdoba,PM10,82.5833,23.9583,58.625,244.696,4.6579,IQR + Isolation Forest,Extreme,True
2011-05-12,Centenario,PM10,69.25,22.7848,46.4652,203.9314,3.2931,IQR + Isolation Forest,Extreme,True
2011-05-12,Córdoba,CO,1.6062,0.5531,1.0531,190.3996,1.4214,IQR,Moderate,True
2011-05-12,La Boca,PM10,64.0,25.0417,38.9583,155.5737,2.522,IQR,Moderate,True
2011-05-12,Córdoba,NO2,48.2917,21.5417,26.75,124.1778,2.0394,IQR,Moderate,True
2011-05-12,Centenario,NO2,38.5833,17.4167,21.1666,121.5305,2.9494,IQR,Moderate,True
2011-05-11,La Boca,CO,1.4362,0.31,1.1262,363.2903,1.3696,IQR,Extreme,True
2011-05-11,Córdoba,CO,1.9117,0.5531,1.3586,245.6337,1.8581,IQR,Extreme,True
2011-05-11,Centenario,NO2,53.75,17.4167,36.3333,208.6118,5.1422,IQR + Isolation Forest,Extreme,True
2011-05-11,La Boca,NO2,52.7083,19.3333,33.375,172.6296,3.1058,IQR + Isolation Forest,High,True
2011-05-11,Córdoba,PM10,61.8333,23.9583,37.875,158.0872,2.9483,IQR + Isolation Forest,High,True
2011-05-11,Córdoba,NO2,56.4167,21.5417,34.875,161.8953,2.7169,IQR,Moderate,True
2011-05-11,Centenario,PM10,55.75,22.7848,32.9652,144.6812,2.2773,IQR,Moderate,True
2011-05-11,La Boca,PM10,59.2083,25.0417,34.1666,136.4388,2.1866,IQR,Moderate,True
2011-05-08,Centenario,PM10,57.3333,22.7848,34.5486,151.6301,2.3965,IQR + Isolation Forest,High,True
2011-05-08,Córdoba,PM10,56.0417,23.9583,32.0834,133.9135,2.4711,IQR + Isolation Forest,High,True
2011-05-07,Centenario,PM10,84.2083,22.7848,61.4235,269.5818,4.4186,IQR + Isolation Forest,Extreme,True
2011-05-07,Córdoba,PM10,82.25,23.9583,58.2917,243.3048,4.6305,IQR + Isolation Forest,Extreme,True
2011-05-07,La Boca,PM10,77.9167,25.0417,52.875,211.1478,3.4959,IQR,Extreme,True
2011-05-06,Córdoba,PM10,95.0833,23.9583,71.125,296.87,5.6878,IQR + Isolation Forest,Extreme,True
2011-05-06,Centenario,PM10,86.1667,22.7848,63.382,278.1771,4.566,IQR,Extreme,True
2011-05-06,La Boca,PM10,77.2083,25.0417,52.1666,208.3189,3.4463,IQR,Extreme,True
2011-05-06,La Boca,CO,0.8483,0.31,0.5383,173.6452,0.6029,IQR,Moderate,True
2011-05-06,Centenario,NO2,35.375,17.4167,17.9583,103.1097,2.4855,IQR,Moderate,True
2011-05-03,La Boca,CO,1.8142,0.31,1.5042,485.2258,1.8625,IQR,Extreme,True
2011-05-03,La Boca,PM10,58.5,25.0417,33.4583,133.6103,2.1371,IQR,Moderate,True
2011-05-03,Centenario,PM10,48.5417,22.7848,25.757,113.0447,1.735,IQR,Moderate,True
2011-05-03,Córdoba,PM10,50.75,23.9583,26.7917,111.8264,2.0351,IQR,Moderate,True
2011-05-03,Centenario,NO2,35.3,17.4167,17.8833,102.679,2.4747,IQR,Moderate,True
2011-04-27,La Boca,CO,1.164,0.31,0.854,275.4839,1.0146,IQR,Moderate,True
2011-04-25,Centenario,NO2,38.5833,17.4167,21.1666,121.5305,2.9494,IQR,Moderate,True
2011-04-14,Córdoba,PM10,55.8333,23.9583,31.875,133.0437,2.454,IQR,Moderate,True
2011-04-14,Centenario,PM10,49.6667,22.7848,26.882,117.9822,1.8196,IQR,Moderate,True
2011-04-08,Córdoba,CO,1.5496,0.5531,0.9965,180.1663,1.3405,IQR,Moderate,True
2011-04-08,Córdoba,PM10,51.0417,23.9583,27.0834,113.0439,2.0592,IQR,Moderate,True
2011-04-07,La Boca,NO2,41.625,19.3333,22.2917,115.3021,2.0247,Isolation Forest,Moderate,True
2011-04-06,Córdoba,PM10,55.0833,23.9583,31.125,129.9132,2.3922,IQR,Moderate,True
2011-04-05,La Boca,NO2,43.5833,19.3333,24.25,125.4313,2.2157,Isolation Forest,Moderate,True
2011-04-05,Córdoba,PM10,51.2083,23.9583,27.25,113.7393,2.0729,IQR,Moderate,True
2011-04-04,La Boca,NO2,41.4167,19.3333,22.0834,114.2247,2.0044,Isolation Forest,Moderate,True
2011-04-02,Córdoba,PM10,50.875,23.9583,26.9167,112.3481,2.0454,IQR,Moderate,True
2011-04-01,La Boca,NO2,53.75,19.3333,34.4167,178.0177,3.2074,IQR + Isolation Forest,High,True
2011-04-01,Centenario,NO2,42.65,17.4167,25.2333,144.8799,3.5373,IQR,High,True
2011-04-01,Córdoba,NO2,59.5833,21.5417,38.0416,176.5952,2.9809,IQR,Moderate,True
2011-04-01,Córdoba,PM10,48.1667,23.9583,24.2084,101.0439,1.8223,IQR,Moderate,True
2011-03-28,Centenario,NO2,37.8824,17.4167,20.4657,117.5062,2.848,IQR,Moderate,True
2011-03-23,Córdoba,CO,1.635,0.5531,1.0819,195.6066,1.4626,IQR,Moderate,True
2011-03-23,Córdoba,PM10,52.7083,23.9583,28.75,120.0002,2.1965,IQR,Moderate,True
2011-02-19,Córdoba,PM10,49.5833,23.9583,25.625,106.9567,1.939,IQR,Moderate,True
2011-02-18,Córdoba,CO,2.1886,0.5531,1.6355,295.697,2.2539,IQR,Extreme,True
2011-02-18,Córdoba,PM10,50.3333,23.9583,26.375,110.0871,2.0008,IQR,Moderate,True
2011-02-10,Córdoba,PM10,48.375,23.9583,24.4167,101.9133,1.8395,IQR,Moderate,True
2011-02-09,Córdoba,PM10,49.4167,23.9583,25.4584,106.2613,1.9253,IQR,Moderate,True
2011-01-10,Córdoba,PM10,1.3333,23.9583,-22.625,-94.4349,-2.0364,Isolation Forest,Moderate,True
2010-12-27,Centenario,NO2,51.3571,17.4167,33.9404,194.8727,4.7962,IQR + Isolation Forest,Extreme,True
2010-12-21,Centenario,NO2,40.05,17.4167,22.6333,129.9517,3.1614,IQR,High,True
2010-12-20,Córdoba,CO,1.3633,0.5531,0.8102,146.4835,1.0742,IQR,Moderate,True
2010-12-07,Córdoba,CO,1.2583,0.5531,0.7052,127.4995,0.9242,IQR,Moderate,True
2010-12-02,Centenario,NO2,39.1667,17.4167,21.75,124.8801,3.0337,IQR,High,True
2010-11-01,Centenario,NO2,35.3636,17.4167,17.9469,103.0442,2.4838,IQR,Moderate,True
2010-10-26,La Boca,CO,16.9075,0.31,16.5975,5354.0323,21.5448,IQR + Isolation Forest,Extreme,True
2010-10-26,Centenario,CO,26.0,0.4821,25.5179,5293.072,32.4143,IQR + Isolation Forest,Extreme,True
2010-10-26,Córdoba,CO,1.2483,0.5531,0.6952,125.6916,0.9099,IQR,Moderate,True
2010-10-25,Centenario,CO,30.1,0.4821,29.6179,6143.5179,37.6365,IQR + Isolation Forest,Extreme,True
2010-10-25,La Boca,CO,12.5354,0.31,12.2254,3943.6774,15.8434,IQR + Isolation Forest,Extreme,True
2010-10-18,Centenario,NO2,36.2727,17.4167,18.856,108.2639,2.6153,IQR,Moderate,True
2010-10-14,Córdoba,CO,1.6517,0.5531,1.0986,198.6259,1.4865,IQR,Moderate,True
2010-10-07,Córdoba,CO,1.5942,0.5531,1.0411,188.23,1.4043,IQR,Moderate,True
2010-10-06,Centenario,NO2,44.6667,17.4167,27.25,156.459,3.8289,IQR + Isolation Forest,High,True
2010-09-22,Centenario,NO2,38.375,17.4167,20.9583,120.3345,2.9192,IQR + Isolation Forest,High,True
2010-09-22,Córdoba,CO,1.5421,0.5531,0.989,178.8103,1.3298,IQR,Moderate,True
2010-09-21,Córdoba,CO,1.3167,0.5531,0.7636,138.0582,1.0076,IQR,Moderate,True
2010-09-21,Centenario,NO2,35.4091,17.4167,17.9924,103.3054,2.4904,IQR,Moderate,True
2010-09-16,Centenario,NO2,42.1667,17.4167,24.75,142.105,3.4675,IQR + Isolation Forest,High,True
2010-09-15,Centenario,NO2,41.5,17.4167,24.0833,138.2771,3.3711,IQR + Isolation Forest,High,True
2010-09-07,Centenario,NO2,52.75,17.4167,35.3333,202.8702,4.9976,IQR + Isolation Forest,Extreme,True
2010-09-06,La Boca,CO,0.97,0.31,0.66,212.9032,0.7616,IQR,Moderate,True
2010-09-01,Córdoba,CO,1.3961,0.5531,0.843,152.4137,1.1211,IQR,Moderate,True
2010-08-29,La Boca,CO,1.2444,0.31,0.9344,301.4194,1.1194,IQR,Extreme,True
2010-08-27,Centenario,NO2,32.6667,17.4167,15.25,87.5596,2.0939,Isolation Forest,Moderate,True
